Date,Open,High,Low,Close
2023-05-22 00:00:00-04:00,332.484,345.338,325.869,344.498
2023-05-29 00:00:00-04:00,348.760,351.845,342.629,350.678
2023-06-05 00:00:00-04:00,350.460,353.654,344.280,350.529
2023-06-12 00:00:00-04:00,352.201,368.674,351.222,363.809
2023-06-19 00:00:00-04:00,361.851,364.195,356.185,358.479
2023-06-26 00:00:00-04:00,358.436,366.843,354.070,365.783
2023-07-03 00:00:00-04:00,366.427,368.348,360.932,362.635
2023-07-10 00:00:00-04:00,362.357,379.091,359.833,375.338
2023-07-17 00:00:00-04:00,376.061,384.161,371.497,371.932
2023-07-24 00:00:00-04:00,372.913,380.923,370.655,379.705
2023-07-31 00:00:00-04:00,380.012,381.091,367.873,368.378
2023-08-07 00:00:00-04:00,370.199,371.596,361.100,362.635
2023-08-14 00:00:00-04:00,361.833,366.823,351.218,354.605
2023-08-21 00:00:00-04:00,356.080,369.071,355.050,360.437
2023-08-28 00:00:00-04:00,363.377,377.081,360.664,373.873
2023-09-04 00:00:00-04:00,373.061,375.576,365.516,368.912
2023-09-11 00:00:00-04:00,371.962,374.546,366.219,367.160
2023-09-18 00:00:00-04:00,365.684,368.130,354.070,354.387
2023-09-25 00:00:00-04:00,353.928,359.897,348.405,355.257
2023-10-02 00:00:00-04:00,355.524,362.832,350.309,361.633
2023-10-09 00:00:00-04:00,359.253,370.597,357.746,362.208
2023-10-16 00:00:00-04:00,363.536,367.364,351.389,351.618
2023-10-23 00:00:00-04:00,350.289,356.883,339.471,342.406
2023-10-30 00:00:00-04:00,344.904,365.916,343.536,364.617
2023-11-06 00:00:00-05:00,365.391,375.356,363.824,375.207
2023-11-13 00:00:00-05:00,373.621,384.489,372.084,382.793
2023-11-20 00:00:00-05:00,382.803,389.764,382.803,386.234
2023-11-27 00:00:00-05:00,385.738,390.825,382.575,386.660
2023-12-04 00:00:00-05:00,382.843,389.318,379.442,388.872
2023-12-11 00:00:00-05:00,388.445,403.121,388.237,401.931
2023-12-18 00:00:00-05:00,401.524,407.018,399.511,404.945
2023-12-25 00:00:00-05:00,406.618,410.265,404.959,406.887
2024-01-01 00:00:00-05:00,403.442,403.691,393.005,394.406
2024-01-08 00:00:00-05:00,395.639,408.821,395.490,407.141
2024-01-15 00:00:00-05:00,405.898,418.851,400.540,418.692
2024-01-22 00:00:00-05:00,420.909,427.311,418.085,421.306
2024-01-29 00:00:00-05:00,421.764,427.698,414.328,426.476
2024-02-05 00:00:00-05:00,426.535,435.263,422.489,434.468
2024-02-12 00:00:00-05:00,434.359,436.546,422.817,428.026
2024-02-19 00:00:00-05:00,426.018,437.987,419.139,434.200
2024-02-26 00:00:00-05:00,435.015,443.942,431.734,442.978
2024-03-04 00:00:00-05:00,442.978,445.990,431.088,436.426
2024-03-11 00:00:00-04:00,434.925,441.397,430.184,431.357
2024-03-18 00:00:00-04:00,436.138,446.686,430.770,443.743
2024-03-25 00:00:00-04:00,441.513,445.176,439.900,441.971
2024-04-01 00:00:00-04:00,442.926,445.474,433.111,438.447
2024-04-08 00:00:00-04:00,439.383,444.280,434.276,436.257
2024-04-15 00:00:00-04:00,440.030,440.119,411.173,412.745
2024-04-22 00:00:00-04:00,415.393,430.563,412.039,429.020
2024-04-29 00:00:00-04:00,431.141,434.475,418.698,433.480
2024-05-06 00:00:00-04:00,435.291,442.269,434.515,440.030
2024-05-13 00:00:00-04:00,441.951,452.602,439.621,449.685
2024-05-20 00:00:00-04:00,449.904,458.465,449.715,455.847
2024-05-27 00:00:00-04:00,457.071,457.628,441.025,448.640
2024-06-03 00:00:00-04:00,452.482,463.601,445.843,460.834
2024-06-10 00:00:00-04:00,459.699,477.059,459.410,476.989
2024-06-17 00:00:00-04:00,477.258,484.624,475.944,477.975
2024-06-24 00:00:00-04:00,475.984,484.962,471.644,476.909
2024-07-01 00:00:00-04:00,478.595,495.105,474.826,494.666
2024-07-08 00:00:00-04:00,495.035,502.004,489.252,493.330
2024-07-15 00:00:00-04:00,495.115,499.501,472.513,473.809
2024-07-22 00:00:00-04:00,479.711,482.971,454.258,461.576
2024-07-29 00:00:00-04:00,464.308,474.118,443.132,447.399
2024-08-05 00:00:00-04:00,423.431,450.699,422.175,449.054
2024-08-12 00:00:00-04:00,450.031,474.976,447.199,473.600
2024-08-19 00:00:00-04:00,473.739,484.078,471.945,478.555
2024-08-26 00:00:00-04:00,478.006,478.934,466.481,474.836
2024-09-02 00:00:00-04:00,469.243,471.905,446.841,447.339
2024-09-09 00:00:00-04:00,451.696,475.095,448.466,473.909
2024-09-16 00:00:00-04:00,471.765,484.766,468.475,480.987
2024-09-23 00:00:00-04:00,481.496,492.214,478.724,485.284
2024-09-30 00:00:00-04:00,484.998,487.624,476.631,486.535
2024-10-07 00:00:00-04:00,484.609,493.674,480.096,492.566
2024-10-14 00:00:00-04:00,494.972,498.027,486.785,493.674
2024-10-21 00:00:00-04:00,492.456,499.475,484.269,494.523
2024-10-28 00:00:00-04:00,497.658,500.543,482.971,486.645
2024-11-04 00:00:00-05:00,486.036,514.091,483.470,513.312
2024-11-11 00:00:00-05:00,514.540,514.750,493.694,495.771
2024-11-18 00:00:00-05:00,497.328,506.144,495.761,504.976
2024-11-25 00:00:00-05:00,509.079,510.627,501.122,508.919
2024-12-02 00:00:00-05:00,510.187,525.872,509.798,525.632
2024-12-09 00:00:00-05:00,524.704,532.312,518.324,529.676
2024-12-16 00:00:00-05:00,532.222,538.282,508.470,517.825
2024-12-23 00:00:00-05:00,518.714,530.385,515.299,521.719
2024-12-30 00:00:00-05:00,515.510,519.650,505.710,518.580
2025-01-06 00:00:00-05:00,524.020,527.920,503.920,507.190
2025-01-13 00:00:00-05:00,501.200,524.070,499.700,521.740
2025-01-20 00:00:00-05:00,524.480,533.820,520.060,529.630
2025-01-27 00:00:00-05:00,511.000,531.520,510.150,522.290
2025-02-03 00:00:00-05:00,513.470,532.100,511.050,522.920
2025-02-10 00:00:00-05:00,527.220,538.840,521.950,538.150
2025-02-17 00:00:00-05:00,539.730,540.810,525.710,526.080
2025-02-24 00:00:00-05:00,527.880,529.070,509.440,514.560
